"name","alt_name","ra","dec","vmag","multiple","class","bv_color","parallax","spect_code","spect_type","parsec","amag","temp","L","R"
"HR 6060","18 Sco","16 15 37.30","-08 22 09.8",5.5,"W","STAR G2V",0.65,0.062,"","G2Va",16.1290322580645,4.46195844749127,5778.42373106621,1.40351358614757,1.19356349300339
"HR 402","45The Cet","01 24 01.39","-08 10 59.9",3.6,"","STAR K0III",1.06,0.041,"","K0III-IIIb",24.390243902439,1.66391928359868,4603.14856051408,18.4685281863674,6.82279225217945
"HR 6734","69Tau Oph","18 03 04.90","-08 10 50.2",5.24,"","STAR F2V",0.38,0.058,"","F2V",17.2413793103448,4.05713996781469,6988.5647815367,2.03771767673205,0.983222940666904
"HR 6733","69Tau Oph","18 03 04.99","-08 10 49.1",5.94,"","STAR F5V",NA,0.058,"","F5V",17.2413793103448,4.75713996781469,NA,1.06940943863181,NA
"HR 72","","00 18 41.81","-08 03 10.1",6.46,"","STAR G0V",0.68,0.053,"","G0V",18.8679245283019,5.08137934800394,5670.98353386583,0.793319739861269,0.931672646463856
"HR 366","37 Cet","01 14 24.00","-07 55 23.2",5.13,"","STAR F5V",0.46,0.056,"","F5V",17.8571428571429,3.870940135031,6576.05027253688,2.41893359384306,1.20986722190876
"HR 1325","Keid","04 15 16.30","-07 39 10.1",4.43,"","STAR K1V",0.82,0.209,"","K1-V",4.78468899521531,6.03073143055527,5221.10015435917,0.330908122695435,0.709881163797101
"HR 1937","49 Ori","05 38 53.11","-07 12 47.2",4.8,"","STAR A4V",0.13,0.042,"","A4V",23.8095238095238,2.9162464519895,8747.60628840386,5.82775679210019,1.06127574933268
"HR 8581","","22 31 18.41","-06 33 18.0",6.14,"S","STAR F7V",0.56,0.044,"","F7V",22.7272727272727,4.35726338243094,6128.71133670347,1.54559123791745,1.11343527879515
"HR 3750","","09 27 46.80","-06 04 16.0",5.38,"W","STAR G2V",0.64,0.038,"","G2V",26.3157894736842,3.27891798308405,5815.21365745919,4.1728503190745,2.03208111070915
"HR 5338","Syrma","14 16 00.91","-06 00 02.2",4.08,"","STAR F6III",0.52,0.043,"","F6III",23.2558139534884,2.24734227789793,6299.551258613,10.7910346942611,2.78463516614829
"HR 983","","03 16 00.89","-05 55 07.0",6.17,"","STAR B9V",-0.02,0.039,"","B9V",25.6410256410256,4.1253230351325,10381.7666052594,1.91368646815687,0.431766415064189
"HR 7149","Eta Sct","18 57 03.70","-05 50 46.0",4.83,"","STAR K2III",1.08,0.039,"","K2III",25.6410256410256,2.7853230351325,4558.52017577352,6.57462195923734,4.15091287097173
"HR 1614","","05 00 49.01","-05 45 11.9",6.22,"","STAR K3V",1.06,0.11,"","K3V",9.09090909090909,6.42696342579112,4603.14856051408,0.229728369236305,0.760945090130871
"HR 1536","","04 48 36.31","-05 40 26.0",5.78,"","STAR F8V",0.62,0.038,"","F8V",26.3157894736842,3.67891798308405,5890.32201232126,2.88690708774471,1.64738199696492
"HR 5487","107Mu Vir","14 43 03.60","-05 39 29.9",3.88,"","STAR F2III",0.38,0.045,"","F2III",22.2222222222222,2.14606256887672,6988.5647815367,11.8460884889851,2.37065023368898
"HR 3538","","08 54 17.90","-05 26 03.8",6,"","STAR G2V",0.67,0.085,"","G2V",11.7647058823529,5.64709462857146,5706.31890614856,0.471153203738409,0.709128570089124
"HR 1666","Cursa","05 07 51.00","-05 05 11.0",2.79,"W","STAR A3III",0.13,0.05,"","A3III",20,1.28485002168009,8747.60628840386,26.185446962691,2.24961151610239
"HR 6075","Yed Posterior","16 18 19.30","-04 41 33.0",3.24,"W","STAR G9III",0.96,0.043,"","G9.5IIIbFe-0.5",23.2558139534884,1.40734227789793,4840.87544177459,23.3917702020016,6.94288089841169
"HR 1673","68 Eri","05 08 43.61","-04 27 22.0",5.12,"","STAR F2V",0.44,0.05,"","F2V",20,3.61485002168009,6674.16152396619,3.06238642764503,1.32157725872178
"HR 5570","16 Lib","14 57 10.99","-04 20 47.0",4.49,"","STAR F0V",0.32,0.047,"","F0V",21.2765957446809,2.85048928967859,7337.07925498482,6.1916198533085,1.55493309995011
"HR 8931","","23 31 31.51","-04 05 13.9",6.49,"","STAR F8V",0.54,0.041,"","F8V",24.390243902439,4.55391928359868,6212.86601819369,1.28953248353343,0.989664869639098
"HR 3297","1 Hya","08 24 34.99","-03 45 04.0",5.61,"","STAR F3V",0.46,0.057,"","F3V",17.5438596491228,4.38937427836246,6576.05027253688,1.50054936935484,0.952907800689447
"HR 6710","57Zet Ser","18 00 28.99","-03 41 25.1",4.62,"","STAR F2IV",0.38,0.048,"","F2IV",20.8333333333333,3.02620618687794,6988.5647815367,5.26644466347646,1.58066107719846
"HR 142","13 Cet","00 35 14.90","-03 35 34.1",5.2,"","STAR F8V",0.56,0.06,"","F8V",16.6666666666667,4.09075625191822,6128.71133670347,1.97559309348147,1.25882802734223
"HR 4891","38 Vir","12 53 11.21","-03 33 11.2",6.11,"D","STAR F5V",0.5,0.042,"","F5V",23.8095238095238,4.2262464519895,6388.88888888889,1.74381905597546,1.08831853646322
"HR 6869","58Eta Ser","18 21 18.60","-02 53 56.0",3.26,"W","STAR K0III",0.94,0.058,"","K0III-IV",17.2413793103448,2.07713996781469,4891.57250951879,12.6224602837786,4.9949483563845
"HR 3759","31Tau1Hya","09 29 08.90","-02 46 08.0",4.6,"W","STAR F6V",0.46,0.072,"","F6V",13.8888888888889,3.88666248215634,6576.05027253688,2.38415785772475,1.20113892543019
"HR 650","66 Cet","02 12 47.50","-02 23 37.0",5.54,"","STAR F8V",0.57,0.045,"","F8V",22.2222222222222,3.80606256887672,6087.54696175448,2.56788146436304,1.45465104820336
"HR 6171","12 Oph","16 36 21.50","-02 19 28.9",5.75,"","STAR K2V",0.82,0.093,"","K2V",10.752688172043,5.59241474276968,5221.10015435917,0.495489097464954,0.868658333011729
"HR 5409","Elgafar","14 28 12.10","-02 13 41.2",4.81,"","STAR G2IV",0.7,0.047,"","G2IV",21.2765957446809,3.17048928967859,5601.69784421307,4.61109727502995,2.30207130081915
"HR 4826","29Gam Vir","12 41 39.60","-01 26 57.8",3.68,"","STAR F0V",NA,0.099,"","F0V",10.1010101010101,3.65817597298775,NA,2.9425890247185,NA
"HR 4825","Porrima","12 41 39.60","-01 26 57.8",3.65,"","STAR F0V",0.36,0.099,"","F0V",10.1010101010101,3.62817597298775,7100.66776619471,3.02502947609871,1.16043924218522
"HR 8518","Sadachbia","22 21 39.41","-01 23 13.9",3.84,"","STAR A0V",-0.05,0.046,"","A0V",21.7391304347826,2.15378915840787,10795.0739206822,11.7620856251531,0.990026716131946
"HR 962","94 Cet","03 12 46.39","-01 11 46.0",5.06,"","STAR F8V",0.57,0.057,"","F8V",17.5438596491228,3.83937427836246,6087.54696175448,2.49029208734497,1.43250610776717
"HR 6516","","17 30 23.81","-01 03 45.0",5.31,"","STAR G9IV",0.72,0.054,"","G9IV-VHdel 1",18.5185185185185,3.97196879911484,5534.19669646673,2.20400451754808,1.63062105500484
"HR 5107","Heze","13 34 41.59","-00 35 44.9",3.37,"","STAR A3V",0.11,0.044,"","A3V",22.7272727272727,1.58726338243094,8932.11144502297,19.8195891266673,1.87713299921181
"HR 1249","","04 02 36.70","-00 16 08.0",5.38,"","STAR F5V",0.5,0.057,"","F5V",17.5438596491228,4.15937427836246,6388.88888888889,1.85460014181089,1.12235555640873
"HR 1101","10 Tau","03 36 52.39","+00 24 06.1",4.28,"","STAR F9IV",0.58,0.054,"","F9IV-V",18.5185185185185,2.94196879911484,6046.97292442445,5.69131312564321,2.19475566776402
"HR 6349","","17 05 16.90","+00 42 09.0",6.01,"","STAR F8IV",0.58,0.046,"e","F8.5IV-V",21.7391304347826,4.32378915840787,6046.97292442445,1.59398539063738,1.16150773783508
"HR 6093","50Sig Ser","16 22 04.39","+01 01 45.1",4.82,"","STAR F0V",0.34,0.043,"","F0V",23.2558139534884,2.98734227789793,7216.76297425465,5.45837147688851,1.50904658972441
"HR 5384","","14 23 15.31","+01 14 30.1",6.27,"","STAR G1V",0.63,0.061,"","G1V",16.3934426229508,5.19664917505384,5852.50941399956,0.713411868308395,0.82954874421172
"HR 8911","8Kap Psc","23 26 55.99","+01 15 20.2",4.94,"W","STAR A0",0.03,0.04,"v","A0pCrSi:Sr:",25,2.95029995663981,9765.80348463867,5.64780921076438,0.838262492109861
"HR 672","","02 18 01.39","+01 45 28.1",5.58,"","STAR G0IV",0.6,0.038,"","G0.5IVb",26.3157894736842,3.47891798308405,5967.54345019065,3.47082571764039,1.75987252373835
"HR 4540","Zavijava","11 50 41.71","+01 45 52.9",3.61,"W","STAR F9V",0.55,0.104,"","F9V",9.61538461538461,3.6951666964939,6170.47967033232,2.84402442191264,1.48999494918119
"HR 737","","02 31 30.10","+02 16 01.9",5.25,"","STAR K3III",1.27,0.041,"","K3III",24.390243902439,3.31391928359868,4175.81300911269,4.04047372169652,3.87784141485111
"HR 6752","70 Oph","18 05 27.29","+02 29 57.8",4.03,"","STAR K0V",0.86,0.201,"","K0V",4.97512437810945,5.54598028710245,5106.13686707824,0.517139707149337,0.927844134050112
"HR 5853","23Psi Ser","15 44 01.80","+02 30 54.0",5.88,"","STAR G2V",0.68,0.046,"","G2.5V",21.7391304347826,4.19378915840787,5670.98353386583,1.79673627750738,1.40210772757025
"HR 6629","62Gam Oph","17 47 53.59","+02 42 25.9",3.75,"","STAR A0V",0.04,0.039,"","A0Vnp",25.6410256410256,1.7053230351325,9652.20313612445,17.7775040375335,1.52243399700267
"HR 4414","83 Leo","11 26 45.31","+03 00 47.2",6.5,"","STAR K0IV",0.79,0.054,"","K0IV",18.5185185185185,5.16196879911484,5311.00366274258,0.736567377959716,1.02354991236335
"HR 4455","89 Leo","11 34 22.01","+03 03 36.0",5.77,"","STAR F5V",0.46,0.045,"","F5V",22.2222222222222,4.03606256887672,6576.05027253688,2.07766236239232,1.1212778009518
"HR 7377","30Del Aql","19 25 29.90","+03 06 52.9",3.36,"W","STAR F3IV",0.32,0.072,"","F3IV",13.8888888888889,2.64666248215634,7337.07925498482,7.47024778012378,1.7079575405186
"HR 6797","","18 09 54.00","+03 07 10.9",5.69,"","STAR F5V",0.47,0.041,"","F5V",24.390243902439,3.75391928359868,6528.15538382991,2.69421522845699,1.29566033747287
"HR 804","Kaffaljidhma","02 43 18.00","+03 14 08.9",3.47,"","STAR A3V",0.09,0.052,"","A3V",19.2307692307692,2.050016718174,9125.4584852998,12.9417591356641,1.45325978602241
"HR 996","96Kap1Cet","03 19 21.70","+03 22 13.1",4.83,"W","STAR G5V",0.68,0.108,"v","G5V",9.25925925925926,4.99711877743475,5670.98353386583,0.857338820301784,0.968535311363769
"HR 8548","34 Peg","22 26 37.39","+04 23 37.0",5.75,"","STAR F7V",0.52,0.041,"","F7V",24.390243902439,3.81391928359868,6299.551258613,2.54936656988364,1.35348330206471
"HR 5892","37Eps Ser","15 50 49.01","+04 28 40.1",3.71,"","STAR A2V",0.15,0.041,"","A2Vm",24.390243902439,1.77391928359868,8571.32193131803,16.6890757760364,1.87058098865486
"HR 2251","","06 17 16.10","+05 06 01.1",5.71,"W","STAR F9V",0.61,0.05,"","F9V",20,4.20485002168009,5928.66279537508,1.77852506987644,1.2763579372048
"HR 2943","Procyon","07 39 18.10","+05 13 30.0",0.38,"","STAR F5IV",0.42,0.288,"","F5IV-V",3.47222222222222,2.67696243879615,6775.50181903304,7.2646555034042,1.97506124345401
"HR 222","","00 48 22.99","+05 16 50.2",5.75,"W","STAR K2V",0.88,0.145,"","K2V",6.89655172413793,6.55684001117487,5050.64469616304,0.203828071532671,0.595380147593544
"HR 489","106Nu Psc","01 41 25.90","+05 29 15.0",4.44,"","STAR K3III",1.36,0.041,"","K3IIIbBa0.1",24.390243902439,2.50391928359868,4017.00351077832,8.519856628635,6.08509983430283
"HR 8969","17Iot Psc","23 39 57.00","+05 37 35.0",4.13,"W","STAR F7V",0.51,0.075,"","F7V",13.3333333333333,3.5053063169585,6343.88059887468,3.38748572082355,1.53845473600501
"HR 6670","","17 53 14.21","+06 06 05.0",5.77,"","STAR F3IV",0.42,0.038,"","F3-5IV-V",26.3157894736842,3.66891798308405,6775.50181903304,2.91361931014158,1.25080456639963
"HR 8450","Biham","22 10 12.00","+06 11 52.1",3.53,"","STAR A2V",0.08,0.049,"","A2Vp",20.4081632653061,1.98098040014257,9225.6595386702,13.7913836519197,1.46779383800699
"HR 7602","Alshain","19 55 18.79","+06 24 24.1",3.71,"","STAR G8IV",0.86,0.07,"","G8IV",14.2857142857143,2.93549020007128,5106.13686707824,5.72537477133003,3.08725884697578
"HR 5854","Unukalhai","15 44 16.10","+06 25 32.2",2.65,"","STAR K2III",1.17,0.053,"","K2IIIbCN1",18.8679245283019,1.27137934800394,4368.44640044032,26.5123522216443,9.07666056552442
"HR 3395","","08 35 51.00","+06 37 12.0",5.99,"","STAR F8V",0.52,0.052,"","F8V",19.2307692307692,4.570016718174,6299.551258613,1.27055454104983,0.955505993010902
"HR 3396","","08 35 51.29","+06 37 21.0",7.25,"","STAR G5V",0.71,0.052,"","G5V",19.2307692307692,5.830016718174,5567.72873739779,0.398101040543578,0.684693976683783
"HR 753","","02 36 04.90","+06 53 12.8",5.82,"W","STAR K3V",0.98,0.147,"","K3V",6.80272108843537,6.65658667374088,4791.27622506509,0.185936790619159,0.631882363059439
"HR 1543","Tabit","04 49 50.40","+06 57 41.0",3.19,"W","STAR F6V",0.45,0.125,"","F6V",8,3.67455006504028,6624.71247225369,2.89854451138317,1.30500419230107
"HR 5868","27Lam Ser","15 46 26.59","+07 21 11.2",4.43,"","STAR G0V",0.6,0.094,"","G0-V",10.6382978723404,4.29563926799849,5967.54345019065,1.63585306784283,1.20819477678786
"HR 7429","38Mu Aql","19 34 05.40","+07 22 44.0",4.45,"","STAR K3III",1.17,0.045,"","K3-IIIbCN0.5",22.2222222222222,2.71606256887672,4368.44640044032,7.00769146513132,4.66648044796074
"HR 4515","2Xi Vir","11 45 17.09","+08 15 29.9",4.85,"","STAR A4V",0.18,0.039,"","A4V",25.6410256410256,2.8053230351325,8321.09183135199,6.45462158461529,1.2343284816991
"HR 4608","9Omi Vir","12 05 12.50","+08 43 59.2",4.12,"","STAR G8III",0.98,0.039,"","G8IIIaCN-1Ba1CH1",25.6410256410256,2.0753230351325,4791.27622506509,12.6436011105204,5.21061471175754
"HR 7557","Altair","19 50 46.99","+08 52 05.9",0.77,"","STAR A7V",0.22,0.198,"","A7V",5.05050505050505,2.25332595130766,8011.383531922,10.7317270784727,1.71702156651007
"HR 5011","59 Vir","13 16 46.51","+09 25 27.1",5.22,"W","STAR G0V",0.59,0.079,"","G0V s",12.6582278481013,4.70813545645221,6006.97602123838,1.11878289389068,0.986091236471953
"HR 6771","72 Oph","18 07 21.00","+09 33 50.0",3.73,"","STAR A4IV",0.12,0.047,"","A4IV s",21.2765957446809,2.09048928967859,8838.79389328495,12.4682150445367,1.52044990315769
"HR 8697","49Sig Peg","22 52 24.10","+09 50 08.2",5.16,"","STAR F7IV",0.48,0.043,"","F7IV",23.2558139534884,3.32734227789793,6481.0089238789,3.99082871892429,1.59993482895617
"HR 8123","7Del Equ","21 14 28.90","+10 00 24.8",4.49,"","STAR F5V",0.5,0.058,"","F5V+G0V",17.2413793103448,3.30713996781469,6388.88888888889,4.0657812889294,1.66179452219625
"HR 813","87Mu Cet","02 44 56.50","+10 06 51.1",4.27,"D","STAR F0IV",0.31,0.046,"","F0IV",21.7391304347826,2.58378915840787,7398.89677649071,7.91560905494536,1.7288774850529
"HR 7560","54Omi Aql","19 51 01.61","+10 24 56.2",5.11,"","STAR F8V",0.55,0.048,"","F8V",20.8333333333333,3.51620618687794,6170.47967033232,3.35364837281121,1.61799396784725
"HR 4399","78Iot Leo","11 23 55.49","+10 31 45.1",3.94,"","STAR F4IV",0.41,0.052,"","F4IV",19.2307692307692,2.520016718174,6827.43571080481,8.39447060607922,2.09091994216384
"HR 2208","","06 13 12.60","+10 37 39.0",6.45,"","STAR G2V",0.67,0.055,"","G2V",18.1818181818182,5.15181344747122,5706.31890614856,0.743489125896126,0.890802073462571
"HR 5273","","14 03 32.30","+10 47 12.1",6.3,"","STAR G8V",0.74,0.059,"","G8V",16.9491525423729,5.15426005821072,5468.40901876761,0.741815625002756,0.968906777271965
"HR 4932","Vindemiatrix","13 02 10.61","+10 57 33.1",2.83,"W","STAR G8III",0.94,0.043,"","G8IIIab",23.2558139534884,0.997342277897932,4891.57250951879,34.1242479437639,8.21278663787849
"HR 7373","31 Aql","19 24 58.20","+11 56 39.8",5.16,"W","STAR G8IV",0.77,0.059,"","G8IVHdel 1",16.9491525423729,4.01426005821072,5372.79413651137,2.11980531493565,1.69669419702166
"HR 3982","Regulus","10 08 22.30","+11 58 01.9",1.35,"","STAR B7V",-0.11,0.045,"e","B7V",22.2222222222222,-0.383937431123281,11743.7731343998,121.779720357251,2.69170937671552
"HR 8665","46Xi Peg","22 46 41.59","+12 10 22.1",4.19,"","STAR F6III",0.5,0.052,"","F6III-IV",19.2307692307692,2.770016718174,6388.88888888889,6.66796501797177,2.12814871409446
"HR 2241","74 Ori","06 16 26.59","+12 16 19.9",5.04,"W","STAR F5IV",0.42,0.041,"","F5IV-V",24.390243902439,3.10391928359868,6775.50181903304,4.90266576450329,1.62251678384528
"HR 6556","Rasalhague","17 34 56.11","+12 33 36.0",2.08,"A","STAR A5III",0.15,0.067,"","A5III",14.9253731343284,1.21037401350413,8571.32193131803,28.0446739094267,2.42485386171266
"HR 2484","Alzirr","06 45 17.40","+12 53 44.2",3.36,"","STAR F5III",0.43,0.055,"","F5III",18.1818181818182,2.06181344747122,6724.41765680052,12.8019056172435,2.6618522027274
"HR 8392","20 Peg","22 01 05.40","+13 07 10.9",5.6,"","STAR F4III",0.34,0.038,"","F4III",26.3157894736842,3.49891798308405,7216.76297425465,3.40747600887432,1.19230538981401
"HR 2564","38 Gem","06 54 38.69","+13 10 40.1",4.65,"","STAR F0V",0.3,0.043,"","F0Vp",23.2558139534884,2.81734227789793,7461.86379410064,6.38356211818134,1.52648625061562
"HR 5911","39 Ser","15 53 12.10","+13 11 48.1",6.1,"W","STAR G0V",0.6,0.041,"","G0VFe-0.5",24.390243902439,4.16391928359868,5967.54345019065,1.84685281863674,1.28375146068092
"HR 7172","11 Aql","18 59 05.69","+13 37 21.0",5.23,"","STAR F8V",0.53,0.039,"","F8V",25.6410256410256,3.1853230351325,6255.88488807297,4.54852709348413,1.83321702722853
"HR 5072","70 Vir","13 28 25.80","+13 46 44.0",4.98,"W","STAR G4V",0.71,0.043,"","G4V",23.2558139534884,3.14734227789793,5567.72873739779,4.7104574902979,2.35521953798617
"HR 7235","Okab","19 05 24.60","+13 51 47.9",2.99,"","STAR A0V",0.01,0.045,"","A0Vn",22.2222222222222,1.25606256887672,10002.1885227085,26.8890198934529,1.74362626146712
"HR 2067","","05 56 03.50","+13 55 31.1",6.6,"","STAR G5IV",0.65,0.047,"","G5IV",21.2765957446809,4.96048928967859,5778.42373106621,0.886756303081027,0.948722844818092
"HR 6117","Cujam","16 25 25.01","+14 01 59.9",4.57,"","STAR B9",0,0.041,"","B9pCr",24.390243902439,2.63391928359868,10125.2371916509,7.55844202979501,0.902114615433423
"HR 4531","","11 48 38.71","+14 17 03.1",5.88,"","STAR F0V",0.29,0.053,"","F0V",18.8679245283019,4.50137934800394,7526.0143827317,1.35346883702585,0.690955422777049
"HR 4534","Denebola","11 49 03.60","+14 34 18.8",2.14,"","STAR A3V",0.09,0.082,"","A3V",12.1951219512195,1.70906926191858,9125.4584852998,17.7162701967188,1.70032815964403
"HR 8314","","21 44 31.30","+14 46 18.8",5.94,"","STAR G0V",0.59,0.065,"v","G0V",15.3846153846154,5.00456678321428,6006.97602123838,0.851477716344952,0.86026218702724
"HR 3650","81Pi 1Cnc","09 12 17.59","+14 59 46.0",6.51,"W","STAR G9V",0.73,0.064,"","G9V",15.625,5.54089986991944,5501.09296333651,0.519565196773123,0.801268453824448
"HR 8781","Markab","23 04 45.70","+15 12 19.1",2.49,"","STAR B9V",-0.04,0.038,"","B9V",26.3157894736842,0.388917983084051,10653.2699125292,59.7630573245824,2.29142965610807
"HR 5867","28Bet Ser","15 46 11.30","+15 25 18.8",3.67,"","STAR A2IV",0.06,0.041,"","A2IV",24.390243902439,1.73391928359868,9433.58016477511,17.3153903513778,1.57296493641979
"HR 5933","41Gam Ser","15 56 27.19","+15 39 42.1",3.85,"W","STAR F6V",0.48,0.069,"","F6V",14.4927536231884,3.04424545368628,6481.0089238789,5.17966674487363,1.82272712876884
"HR 1391","70 Tau","04 25 37.30","+15 56 26.9",6.46,"W","STAR F7V",0.49,0.038,"","F7V",26.3157894736842,4.35891798308405,6434.59264125922,1.54323763799883,1.00932324335891
"HR 1411","77The1Tau","04 28 34.51","+15 57 43.9",3.84,"W","STAR K0III",0.95,0.038,"","K0IIIbFe-0.5",26.3157894736842,1.73891798308405,4866.08438415667,17.2358540047257,5.89811340661094
"HR 1427","","04 30 33.70","+16 11 38.0",4.78,"W","STAR A6IV",0.17,0.053,"","A6IV",18.8679245283019,3.40137934800395,8402.69528332079,3.72776272001032,0.919904807484292
"HR 1457","Aldebaran","04 35 55.20","+16 30 33.1",0.85,"","STAR K5III",1.54,0.048,"v","K5+III",20.8333333333333,-0.743793813122064,3734.31730894861,169.635805465452,31.4189968311918
"HR 2763","54Lam Gem","07 18 05.59","+16 32 25.1",3.58,"","STAR A3V",0.11,0.047,"","A3V",21.2765957446809,1.94048928967859,8932.11144502297,14.3154262569868,1.59532754214075
"HR 7260","","19 07 57.29","+16 51 11.9",6.07,"W","STAR G5V",0.7,0.059,"","G5V",16.9491525423729,4.92426005821072,5601.69784421307,0.916845117811192,1.02651338578663
"HR 225","64 Psc","00 48 58.70","+16 56 26.2",5.07,"W","STAR F8V",0.51,0.047,"","F8V",21.2765957446809,3.43048928967859,6343.88059887468,3.62914469618686,1.59238518547056
"HR 5502","35Omi Boo","14 45 14.50","+16 57 51.8",4.6,"","STAR G8III",0.98,0.045,"","G8.5III",22.2222222222222,2.86606256887672,4791.27622506509,6.10344411577536,3.62027077635698
"HR 7672","15 Sge","20 04 06.19","+17 04 12.0",5.8,"W","STAR G1V",0.61,0.06,"","G1V",16.6666666666667,4.69075625191822,5928.66279537508,1.1368351659167,1.02044884249555
